Temp(K)              H2O_1                      H2O_2                      H2O_3                      H2O_4                      H2O_5                      H2O_6                      CO2_1                      CO2_2                      CO2_3                      CO2_4                      CO2_5                      CO2_6                      CO2_7                      CO2_8                      CO2_9                      CO210                       O3_1                       O3_2                       O3_3                       O3_4                       O3_5                      N2O_1                      N2O_2                      N2O_3                      N2O_4                      N2O_5                       CO_1                       CO_2                       CO_3                       CO_4                       CO_5                       CO_6                      CH4_1                      CH4_2                      CH4_3                      CH4_4                       O2_1                       O2_2                       O2_3                       NO_1                       NO_2                       NO_3                      SO2_1                      SO2_2                      NO2_1                      NH3_1                      NH3_2                     HNO3_1                       OH_1                       OH_2                       OH_3                       HF_1                      HCl_1                      HCl_2                      HBr_1                      HBr_2                       HI_1                      ClO_1                      ClO_2                      OCS_1                      OCS_2                      OCS_3                      OCS_4                      OCS_5                     H2CO_1                     H2CO_2                     H2CO_3                     HOCl_1                     HOCl_2                       N2_1                      HCN_1                      HCN_2                      HCN_3                    CH3Cl_1                    CH3Cl_2                     H2O2_1                     C2H2_1                     C2H2_2                     C2H2_3                     C2H6_1                     C2H6_2                      PH3_1                     COF2_1                      SF6_1                      H2S_1                      H2S_2                      H2S_3                                                                                                                                                                                                                                                                                                         
 175.0           79.966473                  79.634680                 475.917504                 388.595925                 399.305602                2381.858448                 157.642719                 315.712949                 334.247925                1949.979252                 669.483988                3905.491307                 177.478564                2068.984026                6032.739996                 355.467038                1516.525620                3239.787211                1583.107197               18832.728000                9304.488082                2663.066338                1778.731252                1838.200811                2822.388885               16467.888000                  63.455999                 132.734881                  66.618680                 390.574477                 139.668245                 817.972981                 267.556811                 535.128947                2162.242388                4328.191902                 127.768910                 265.906721                1552.388747                 596.444384                 412.133050                 628.909021                2671.992844                2684.228061                6006.926301                 778.972873                 520.431985               77792.480000                  46.696327                  46.971721                 115.642119                  25.071791                  96.024481                  96.165642                 119.367721                 119.396551                 231.444080                1684.642413                1713.812831                 618.802302                 634.469380                1246.384919                2507.063950                 661.204630                1285.713270                2636.543284                1348.733817                8498.483238                8648.944898                 275.842167                 499.661106                1025.914817                 345.997436               25203.712000               25602.800000                3676.457521                 211.659195                 846.669692                 758.943205               25652.800000               13096.937578                1455.520090               27892.600000              297184.240000                 229.199764                 229.780475                 917.988558
 176.0           80.642942                  80.316839                 479.995539                 391.952427                 402.701670                2402.113701                 158.586119                 317.613736                 336.251380                1961.662406                 673.522237                3929.027063                 178.544229                2081.399320                6068.907155                 357.614898                1529.747710                3268.081969                1596.929066               18997.086912                9385.669001                2679.491448                1789.775553                1849.559775                2839.838090               16569.610112                  63.817463                 133.491357                  66.998269                 392.799847                 140.464331                 822.634128                 269.841247                 539.697979                2180.744745                4365.224830                 128.494950                 267.443941                1561.369503                 600.749906                 415.108502                 633.449891                2695.909658                2708.249564                6058.978208                 785.628350                 524.878683               78539.672640                  46.962440                  47.239792                 116.379952                  25.207092                  96.557951                  96.700000                 120.034940                 120.063783                 232.744511                1696.059299                1725.431060                 622.795983                 638.568559                1254.517426                2523.253102                 665.503478                1296.748060                2659.173886                1360.309371                8572.242895                8724.013090                 277.411826                 502.608281                1031.970264                 348.042312               25422.873408               25825.393280                3713.635574                 212.984962                 851.973631                 764.022193               25909.231680               13227.880530                1467.998561               28146.511360              301254.706560                 231.150943                 231.736474                 925.802943
 177.0           81.321333                  81.000940                 484.085258                 395.318538                 406.107453                2422.426932                 159.530870                 319.517504                 338.257777                1973.362469                 677.566991                3952.600336                 179.611494                2093.833109                6105.127562                 359.766284                1543.015246                3296.475492                1610.799044               19162.014336                9467.131009                2695.950631                1800.844154                1860.942663                2857.324338               16671.545536                  64.178935                 134.247844                  67.377867                 395.025261                 141.260439                 827.295398                 272.132357                 544.280222                2199.301464                4402.366686                 129.221006                 268.981182                1570.350373                 605.060487                 418.087454                 637.996095                2719.922332                2732.367291                6111.198013                 792.303533                 529.338575               79291.405120                  47.228866                  47.508175                 117.118691                  25.342398                  97.091437                  97.234376                 120.702162                 120.731037                 234.044972                1707.504755                1737.078237                 626.801569                 642.680037                1262.675655                2539.490767                 669.815670                1307.815015                2681.870453                1371.918684                8646.244932                8799.327220                 278.981511                 505.558807                1038.032754                 350.089616               25642.780224               26048.744640                3751.015841                 214.314430                 857.292357                 769.120934               26167.195840               13359.605152                1480.514801               28401.631680              305382.903680                 233.107683                 233.698056                 933.639649
 178.0           82.001641                  81.686978                 488.186631                 398.694229                 409.522923                2442.797973                 160.476994                 321.424293                 340.267159                1985.079677                 681.618341                3976.211651                 180.680384                2106.285651                6141.401984                 361.921244                1556.328298                3324.967953                1624.717207               19327.511104                9548.874552                2712.444297                1811.937325                1872.349749                2874.848065               16773.696704                  64.540415                 135.004342                  67.757475                 397.250717                 142.056567                 831.956790                 274.430130                 548.875644                2217.912442                4439.617278                 129.947076                 270.518445                1579.331346                 609.376066                 421.069864                 642.547568                2744.031076                2756.581467                6163.585709                 798.998383                 533.811638               80047.713280                  47.495600                  47.776867                 117.858324                  25.477709                  97.624940                  97.768767                 121.369386                 121.398315                 235.345465                1718.978806                1748.754379                 630.819186                 646.803942                1270.859879                2555.777455                 674.141341                1318.914064                2704.632837                1383.561685                8720.489459                8874.887340                 280.551222                 508.512737                1044.102402                 352.139387               25863.433536               26272.855360                3788.598840                 215.647656                 862.626081                 774.239663               26426.700160               13492.115260                1493.068772               28657.968320              309569.691520                 235.069971                 235.665206                 941.498619
 179.0           82.683860                  82.374946                 492.299627                 402.079472                 412.948051                2463.226660                 161.424510                 323.334146                 342.279569                1996.814268                 685.676376                3999.861532                 181.750920                2118.757200                6177.731191                 364.079824                1569.686938                3353.559524                1638.683633               19493.578048                9630.900079                2728.972857                1823.055335                1883.781309                2892.409705               16876.066048                  64.901903                 135.760848                  68.137093                 399.476214                 142.852716                 836.618305                 276.734553                 553.484213                2236.577578                4476.976414                 130.673162                 272.055730                1588.312409                 613.696583                 424.055690                 647.104246                2768.236102                2780.892314                6216.141290                 805.712865                 538.297849               80808.632960                  47.762638                  48.045864                 118.598844                  25.613024                  98.158461                  98.303176                 122.036612                 122.065616                 236.645994                1730.481477                1760.459508                 634.848961                 650.940402                1279.070368                2572.113679                 678.480630                1330.045135                2727.460891                1395.238304                8794.976585                8950.693501                 282.120961                 511.470125                1050.179323                 354.191661               26084.834432               26497.726720                3826.385091                 216.984693                 867.975017                 779.378612               26687.752320               13625.414667                1505.660439               28915.528640              313815.930240                 237.037790                 237.637911                 949.379795
 180.0           83.367985                  83.064840                 496.424216                 405.474240                 416.382807                2483.712824                 162.373439                 325.247107                 344.295050                2008.566478                 689.741185                4023.550504                 182.823125                2131.248014                6214.115949                 366.242071                1583.091235                3382.250379                1652.698398               19660.216000                9713.208039                2745.536719                1834.198451                1895.237617                2910.009693               16978.656000                  65.263399                 136.517362                  68.516720                 401.701751                 143.648885                 841.279945                 279.045612                 558.105899                2255.296768                4514.443902                 131.399262                 273.593040                1597.293549                 618.021977                 427.044889                 651.666063                2792.537621                2805.300057                6268.864750                 812.446941                 542.797187               81574.200000                  48.029974                  48.315160                 119.340238                  25.748343                  98.692001                  98.837602                 122.703841                 122.732943                 237.946559                1742.012795                1772.193641                 638.891020                 655.089546                1287.307393                2588.499951                 682.833674                1341.208155                2750.354469                1406.948469                8869.706418                9026.745754                 283.690728                 514.431021                1056.263634                 356.246476               26306.984000               26723.360000                3864.375111                 218.325596                 873.339379                 784.538016               26950.360000               13759.507187                1518.289765               29174.320000              318122.480000                 239.011125                 239.616156                 957.283121
 181.0           84.054011                  83.756653                 500.560366                 408.878507                 419.827163                2504.256301                 163.323802                 327.163216                 346.313644                2020.336543                 693.812858                4047.279092                 183.897024                2143.758347                6250.557028                 368.408034                1596.541261                3411.040690                1666.761580               19827.425792                9795.798879                2762.136293                1845.366944                1906.718950                2927.648466               17081.468992                  65.624903                 137.273883                  68.896357                 403.927326                 144.445073                 845.941709                 281.363295                 562.740669                2274.069910                4552.019550                 132.125378                 275.130375                1606.274752                 622.352186                 430.037420                 656.232956                2816.935844                2829.804919                6321.756082                 819.200577                 547.309629               82344.450240                  48.297606                  48.584753                 120.082499                  25.883667                  99.225560                  99.372046                 123.371071                 123.400297                 239.247162                1753.572785                1783.956798                 642.945488                 659.251503                1295.571223                2604.936783                 687.200608                1352.403054                2773.313422                1418.692109                8944.679067                9103.044151                 285.260524                 517.395479                1062.355448                 358.303871               26529.883328               26949.756480                3902.569420                 219.670418                 878.719379                 789.718107               27214.530880               13894.396636                1530.956713               29434.349760              322490.200960                 240.989961                 241.599927                 965.208540
 182.0           84.741931                  84.450382                 504.708048                 412.292243                 423.281091                2524.856923                 164.275619                 329.082516                 348.335394                2032.124701                 697.891484                4071.047820                 184.972638                2156.288456                6287.055194                 370.577760                1610.037084                3439.930630                1680.873253               19995.208256                9878.673047                2778.771989                1856.561081                1918.225582                2945.326457               17184.507456                  65.986415                 138.030408                  69.276004                 406.152939                 145.241280                 850.603599                 283.687590                 567.388493                2292.896901                4589.703166                 132.851510                 276.667738                1615.256007                 626.687152                 433.033239                 660.804860                2841.430982                2854.407126                6374.815279                 825.973734                 551.835153               83119.419520                  48.565529                  48.854638                 120.825615                  26.018994                  99.759139                  99.906507                 124.038302                 124.067679                 240.547805                1765.161472                1795.748998                 647.012491                 663.426401                1303.862131                2621.424687                 691.581571                1363.629760                2796.337604                1430.469153                9019.894641                9179.588742                 286.830350                 520.363551                1068.454882                 360.363883               26753.533504               27176.917440                3940.968535                 221.019215                 884.115230                 794.919120               27480.272640               14030.086827                1543.661247               29695.625280              326919.953280                 242.974283                 243.589211                 973.155995
 183.0           85.431740                  85.146019                 508.867229                 415.715421                 426.744561                2545.514525                 165.228911                 331.005049                 350.360344                2043.931188                 701.977154                4094.857214                 186.049991                2168.838598                6323.611217                 372.751295                1623.578777                3468.920371                1695.033497               20163.564224                9961.830991                2795.444216                1867.781132                1929.757788                2963.044103               17287.773824                  66.347935                 138.786938                  69.655660                 408.378587                 146.037505                 855.265615                 286.018483                 572.049340                2311.777640                4627.494558                 133.577657                 278.205128                1624.237301                 631.026811                 436.032305                 665.381709                2866.023246                2879.106900                6428.042335                 832.766377                 556.373736               83899.143680                  48.833738                  49.124810                 121.569576                  26.154326                 100.292738                 100.440987                 124.705535                 124.735089                 241.848491                1776.778883                1807.570260                 651.092157                 667.614369                1312.180387                2637.964175                 695.976699                1374.888201                2819.426867                1442.279530                9095.353248                9256.379579                 288.400205                 523.335290                1074.562049                 362.426549               26977.935616               27404.844160                3979.572975                 222.372041                 889.527146                 800.141288               27747.592960               14166.581576                1556.403330               29958.153920              331412.597120                 244.964075                 245.583994                 981.125429
 184.0           86.123432                  85.843560                 513.037881                 419.148015                 430.217544                2566.228939                 166.183697                 332.930858                 352.388536                2055.756241                 706.069957                4118.707798                 187.129107                2181.409027                6360.225864                 374.928688                1637.166408                3498.010087                1709.242387               20332.494528               10045.273159                2812.153384                1879.027365                1941.315844                2980.801838               17391.270528                  66.709463                 139.543470                  70.035326                 410.604270                 146.833746                 859.927757                 288.355961                 576.723177                2330.712024                4665.393534                 134.303820                 279.742548                1633.218619                 635.371104                 439.034576                 669.963440                2890.712849                2903.904467                6481.437245                 839.578469                 560.925356               84683.658560                  49.102229                  49.395265                 122.314374                  26.289661                 100.826358                 100.975485                 125.372768                 125.402529                 243.149221                1788.425042                1819.420604                 655.184611                 671.815535                1320.526261                2654.555759                 700.386129                1386.178304                2842.581064                1454.123170                9171.054999                9333.416713                 289.970091                 526.310748                1080.677067                 364.491908               27203.090752               27633.537920                4018.383258                 223.728950                 894.955340                 805.384845               28016.499520               14303.884695                1569.182927               30221.943040              335968.992640                 246.959321                 247.584260                 989.116784
 185.0           86.817001                  86.542999                 517.219971                 422.589996                 433.700012                2587.000000                 167.139999                 334.859985                 354.420013                2067.600098                 710.169983                4142.600098                 188.210007                2194.000000                6396.899902                 377.109985                1650.800049                3527.199951                1723.500000               20502.000000               10129.000000                2828.899902                1890.300049                1952.900024                2998.600098               17495.000000                  67.070999                 140.300003                  70.415001                 412.829987                 147.630005                 864.590027                 290.700012                 581.409973                2349.699951                4703.399902                 135.029999                 281.279999                1642.199951                 639.719971                 442.040009                 674.549988                2915.500000                2928.800049                6535.000000                 846.409973                 565.489990               85473.000000                  49.370998                  49.666000                 123.059998                  26.424999                 101.360001                 101.510002                 126.040001                 126.070000                 244.449997                1800.099976                1831.300049                 659.289978                 676.030029                1328.900024                2671.199951                 704.809998                1397.500000                2865.800049                1466.000000                9247.000000                9410.700195                 291.540009                 529.289978                1086.800049                 366.559998               27429.000000               27863.000000                4057.399902                 225.089996                 900.400024                 810.650024               28287.000000               14442.000000                1582.000000               30487.000000              340590.000000                 248.960007                 249.589996                 997.130005
 186.0           87.512210                  87.244165                 521.412606                 426.040406                 437.190871                2607.822218                 168.098037                 336.792806                 356.455017                2079.462322                 714.277854                4166.539296                 189.292848                2206.611774                6433.638096                 379.295302                1664.474444                3556.480154                1737.800422               20671.994944               10212.980017                2845.688842                1901.600784                1964.511936                3016.442642               17598.971328                  67.432530                 141.056270                  70.794692                 415.055404                 148.426146                 869.252290                 293.050623                 586.107836                2368.732003                4741.497497                 135.756207                 282.817549                1651.179285                 644.071354                 445.047231                 679.139158                2940.378925                2953.788546                6588.711957                 853.257062                 570.065953               86266.378496                  49.639881                  49.936864                 123.806338                  26.560321                 101.893825                 102.044651                 126.707068                 126.737749                 245.751220                1811.807036                1843.209279                 663.409717                 680.259042                1337.306806                2687.903252                 709.249773                1408.849087                2889.075685                1477.905889                9323.173720                9488.197453                 293.110024                 532.272900                1092.931442                 368.630855               27655.504704               28093.098560                4096.615440                 226.455434                 905.861212                 815.937989               28558.869120               14580.782208                1594.848057               30753.172416              345236.343680                 250.965318                 251.600723                1005.163104
 187.0           88.209287                  87.947220                 525.616627                 429.500157                 440.691167                2628.700801                 169.057630                 338.729026                 358.493390                2091.343830                 718.393122                4190.521213                 190.377518                2219.244604                6470.437179                 381.484618                1678.195040                3585.860947                1752.149778               20842.567552               10297.245909                2862.515906                1912.928495                1976.150510                3034.326549               17703.180224                  67.794069                 141.812539                  71.174394                 417.280854                 149.222304                 873.914684                 295.407781                 590.818613                2387.817482                4779.702252                 136.482431                 284.355131                1660.158625                 648.427207                 448.057544                 683.733037                2965.355879                2978.875558                6642.591926                 860.123528                 574.654901               87064.663168                  49.909035                  50.208000                 124.553485                  26.695646                 102.427671                 102.579319                 127.374136                 127.405529                 247.052490                1823.542891                1855.147642                 667.542610                 684.501629                1345.741972                2704.660127                 713.704249                1420.229662                2912.415892                1489.844866                9399.591051                9565.941475                 294.680071                 535.259701                1099.071028                 370.704518               27882.767232               28323.969280                4136.038454                 227.825117                 911.339318                 821.248035               28832.349760               14720.385664                1607.733580               31020.628928              349949.405440                 252.976045                 253.616896                1013.217972
 188.0           88.908230                  88.652159                 529.832011                 432.969231                 444.200881                2649.635634                 170.018796                 340.668683                 360.535172                2103.244864                 722.515871                4214.546331                 191.464041                2231.898746                6507.297881                 383.677979                1691.961959                3615.342597                1766.548203               21013.719488               10381.798432                2879.381460                1924.283438                1987.816009                3052.252222               17807.629056                  68.155616                 142.568809                  71.554104                 419.506341                 150.018478                 878.577209                 297.771473                 595.542292                2406.956376                4818.014131                 137.208671                 285.892747                1669.137978                 652.787489                 451.070917                 688.331579                2990.431130                3004.061360                6696.640080                 867.009369                 579.256829               87867.897792                  50.178457                  50.479406                 125.301430                  26.830974                 102.961537                 103.114005                 128.041207                 128.073338                 248.353803                1835.307533                1867.115150                 671.688769                 688.757909                1354.205745                2721.471031                 718.173549                1431.641693                2935.820597                1501.816899                9476.252240                9643.932626                 296.250151                 538.250433                1105.218917                 372.781025               28110.790208               28555.614720                4175.669537                 229.199096                 916.834558                 826.580385               29107.451840               14860.815616                1620.656593               31289.378432              354730.431360                 254.992181                 255.638506                1021.294572
 189.0           89.609034                  89.358980                 534.058736                 436.447609                 447.719996                2670.626601                 170.981553                 342.611818                 362.580406                2115.165667                 726.646186                4238.615129                 192.552436                2244.574456                6544.220932                 385.875432                1705.775324                3644.925374                1780.995831               21185.452416               10466.638341                2896.285868                1935.665868                1999.508695                3070.220065               17912.320192                  68.517171                 143.325084                  71.933824                 421.731866                 150.814671                 883.239868                 300.141686                 600.278859                2426.148671                4856.433095                 137.934927                 287.430397                1678.117350                 657.152159                 454.087323                 692.934740                3015.604948                3029.346227                6750.856593                 873.914587                 583.871729               88676.126144                  50.448145                  50.751079                 126.050164                  26.966305                 103.495423                 103.648707                 128.708281                 128.741176                 249.655159                1847.100955                1879.111817                 675.848308                 693.028000                1362.698351                2738.336418                 722.657798                1443.085148                2959.289731                1513.821955                9553.157538                9722.171270                 297.820262                 541.245150                1111.375222                 374.860413               28339.576256               28788.037440                4215.509287                 230.577425                 922.347147                 831.935266               29384.185280               15002.077312                1633.617124               31559.429824              359580.667520                 257.013718                 257.665543                1029.392865
 190.0           90.311697                  90.067679                 538.296780                 439.935273                 451.248493                2691.673588                 171.945921                 344.558469                 364.629131                2127.106482                 730.784150                4262.728086                 193.642727                2257.271990                6581.207062                 388.077024                1719.635254                3674.609547                1795.492797               21357.768000               10551.766391                2913.229496                1947.076043                2011.228830                3088.230480               18017.256000                  68.878735                 144.081364                  72.313554                 423.957430                 151.610883                 887.902663                 302.518409                 605.028299                2445.394355                4894.959105                 138.661200                 288.968081                1687.096748                 661.521174                 457.106731                 697.542477                3040.877602                3054.730436                6805.241637                 880.839181                 588.499596               89489.392000                  50.718095                  51.023016                 126.799678                  27.101639                 104.029328                 104.183425                 129.375361                 129.409041                 250.956555                1858.923152                1891.137654                 680.021340                 697.312021                1371.220013                2755.256742                 727.157119                1454.559995                2982.823223                1525.860004                9630.307195                9800.657773                 299.390405                 544.243906                1117.540055                 376.942720               28569.128000               29021.240000                4255.558297                 231.960156                 927.877301                 837.312900               29662.560000               15144.176000                1646.615197               31830.792000              364501.360000                 259.040649                 259.697998                1037.512812
 191.0           91.016215                  90.778251                 542.546120                 443.432204                 454.786353                2712.776478                 172.911917                 346.508676                 366.681388                2139.067554                 734.929849                4286.885683                 194.734934                2269.991604                6618.257001                 390.282802                1733.541872                3704.395384                1810.039235               21530.667904               10637.183337                2930.212708                1958.514218                2022.976678                3106.283872               18122.438848                  69.240308                 144.837650                  72.693292                 426.183036                 152.407113                 892.565595                 304.901627                 609.790601                2464.693416                4933.592124                 139.387488                 290.505801                1696.076178                 665.894493                 460.129112                 702.154745                3066.249359                3080.214260                6859.795384                 887.783151                 593.140423               90307.739136                  50.988304                  51.295215                 127.549964                  27.236977                 104.563251                 104.718159                 130.042447                 130.076931                 252.257990                1870.774117                1903.192676                 684.207978                 701.610089                1379.770954                2772.232459                 731.671637                1466.066202                3006.421003                1537.931012                9707.701460                9879.392500                 300.960580                 547.246756                1123.713528                 379.027984               28799.448064               29255.224960                4295.817163                 233.347341                 933.425233                 842.713514               29942.585920               15287.116928                1659.650838               32103.473856              369493.754880                 261.072965                 261.735860                1045.654374
 192.0           91.722584                  91.490693                 546.806733                 446.938384                 458.333558                2733.935158                 173.879561                 348.462477                 368.737220                2151.049124                 739.083367                4311.088400                 195.829080                2282.733554                6655.371477                 392.492812                1747.495300                3734.283154                1824.635279               21704.153792               10722.889934                2947.235869                1969.980648                2034.752500                3124.380642               18227.871104                  69.601889                 145.593944                  73.073040                 428.408686                 153.203363                 897.228666                 307.291329                 614.565750                2484.045840                4972.332111                 140.113792                 292.043556                1705.055646                 670.272075                 463.154436                 706.771500                3091.720489                3105.797975                6914.518008                 894.746497                 597.794204               91131.211328                  51.258771                  51.567672                 128.301012                  27.372318                 105.097191                 105.252907                 130.709541                 130.744845                 253.559461                1882.653844                1915.276894                 688.408337                 705.922323                1388.351400                2789.264021                 736.201476                1477.603737                3030.083000                1550.034949                9785.340583                9958.375815                 302.530787                 550.253751                1129.895752                 381.116243               29030.539072               29489.994880                4336.286481                 234.739034                 938.991160                 848.137332               30224.272960               15430.905344                1672.724073               32377.484288              374559.098240                 263.110658                 263.779122                1053.817515
 193.0           92.430802                  92.205001                 551.078598                 450.453794                 461.890088                2755.149511                 174.848871                 350.419910                 370.796666                2163.051437                 743.244789                4335.336717                 196.925186                2295.498096                6692.551221                 394.707101                1761.495659                3764.273125                1839.281064               21878.227328               10808.886938                2964.299344                1981.475591                2046.556558                3142.521195               18333.555136                  69.963479                 146.350247                  73.452797                 430.634381                 153.999634                 901.891879                 309.687501                 619.353733                2503.451615                5011.179030                 140.840112                 293.581348                1714.035159                 674.653878                 466.182674                 711.392698                3117.291261                3131.481856                6969.409682                 901.729219                 602.460931               91959.852352                  51.529492                  51.840385                 129.052813                  27.507662                 105.631147                 105.787669                 131.376644                 131.412783                 254.860966                1894.562326                1927.390322                 692.622528                 710.248843                1396.961574                2806.351885                 740.746760                1489.172568                3053.809145                1562.171781                9863.224813               10037.608083                 304.101027                 553.264948                1136.086841                 383.207533               29262.403648               29725.552320                4376.966845                 236.135285                 944.575296                 853.584578               30507.631040               15575.546496                1685.834927               32652.832192              379698.636160                 265.153722                 265.827771                1062.002194
 194.0           93.140865                  92.921170                 555.361691                 453.978415                 465.455926                2776.419423                 175.819865                 352.381017                 372.859768                2175.074735                 747.414198                4359.631114                 198.023274                2308.285486                6729.796962                 396.925716                1775.543070                3794.365568                1853.976725               22052.890176               10895.175105                2981.403497                1992.999301                2058.389116                3160.705933               18439.493312                  70.325079                 147.106560                  73.832563                 432.860124                 154.795926                 906.555236                 312.090131                 624.154537                2522.910727                5050.132842                 141.566448                 295.119177                1723.014724                 679.039859                 469.213796                 716.018295                3142.961943                3157.266179                7024.470577                 908.731317                 607.140600               92793.705984                  51.800465                  52.113352                 129.805358                  27.643009                 106.165118                 106.322445                 132.043757                 132.080742                 256.162505                1906.499558                1939.532972                 696.850665                 714.589765                1405.601699                2823.496504                 745.307613                1500.772662                3077.599366                1574.341478                9941.354400               10117.089669                 305.671298                 556.280398                1142.286905                 385.301894               29495.044416               29961.899840                4417.858851                 237.536148                 950.177856                 859.055477               30792.670080               15721.045632                1698.983426               32929.526464              384913.614720                 267.202149                 267.881801                1070.208375
