Temp(K)              H2O_1                      H2O_2                      H2O_3                      H2O_4                      H2O_5                      H2O_6                      CO2_1                      CO2_2                      CO2_3                      CO2_4                      CO2_5                      CO2_6                      CO2_7                      CO2_8                      CO2_9                      CO210                       O3_1                       O3_2                       O3_3                       O3_4                       O3_5                      N2O_1                      N2O_2                      N2O_3                      N2O_4                      N2O_5                       CO_1                       CO_2                       CO_3                       CO_4                       CO_5                       CO_6                      CH4_1                      CH4_2                      CH4_3                      CH4_4                       O2_1                       O2_2                       O2_3                       NO_1                       NO_2                       NO_3                      SO2_1                      SO2_2                      NO2_1                      NH3_1                      NH3_2                     HNO3_1                       OH_1                       OH_2                       OH_3                       HF_1                      HCl_1                      HCl_2                      HBr_1                      HBr_2                       HI_1                      ClO_1                      ClO_2                      OCS_1                      OCS_2                      OCS_3                      OCS_4                      OCS_5                     H2CO_1                     H2CO_2                     H2CO_3                     HOCl_1                     HOCl_2                       N2_1                      HCN_1                      HCN_2                      HCN_3                    CH3Cl_1                    CH3Cl_2                     H2O2_1                     C2H2_1                     C2H2_2                     C2H2_3                     C2H6_1                     C2H6_2                      PH3_1                     COF2_1                      SF6_1                      H2S_1                      H2S_2                      H2S_3                                                                                                                                                                                                                                                                                                         
 952.0         1119.530709                1126.628590                6729.716179                5808.000630                5889.777198               35106.801728                2491.949721                5189.701530                5358.272680               31056.120960               11183.811184               64748.248064                2883.971356               33407.259904               96783.668096                6009.567180               46312.395520              101249.018368               49819.491648              582047.505920              288592.471040               50068.600448               34473.978176               34976.194560               54112.653248              312750.953600                 361.154068                 757.872318                 380.485472                2226.909665                 800.555508                4657.355410                6872.188466               13617.451520               62852.866880              125921.624320                 766.373529                1629.234236                9479.988619                4582.966410                3177.319658                4856.486620               86216.983424               86591.866752              143162.093440               15778.505344               10542.635088            15278890.304000                 276.917271                 282.869991                 760.492019                 131.245184                 519.845713                 520.638133                 654.881930                 655.091821                1293.831162               19398.684928               19784.924928               16013.887488               16553.528960               33652.639104               65152.253824               17685.367360               28841.472448               59145.847552               30258.750848              194229.258880              197675.310720                1548.961769                6568.732861               13581.324672                4618.854452             1164693.468160             1183202.888960              192149.303040                7473.118121               29893.076480               36373.205056             6548362.368000             3345108.371200               39261.724736             2345120.665600         10248520489.959423                3591.133405                3600.304103               14383.599616
 953.0         1121.643022                1128.753214                6742.411205                5819.557711                5901.511560               35176.750592                2498.679144                5203.890137                5372.812303               31140.200640               11214.594210               64925.813696                2891.838211               33498.137856               97046.396544                6026.164221               46452.658880              101557.757952               49971.879872              583816.570880              289470.930560               50210.620672               34572.547264               35075.858240               54267.185472              313641.110400                 361.587877                 758.788031                 380.945312                2229.591576                 801.529410                4662.952386                6895.252243               13662.754880               63075.712320              126368.612480                 767.379721                1631.400809                9492.526220                4589.034423                3181.546854                4862.963907               86474.484736               86850.500928              143552.636160               15820.119616               10570.463198            15364110.656000                 277.228728                 283.203352                 761.366306                 131.384446                 520.424481                 521.217765                 655.630827                 655.840701                1295.362187               19433.241792               19820.201792               16063.708032               16605.128640               33758.365056               65355.171136               17740.823040               28926.372672               59319.993728               30347.827072              194728.424320              198183.742080                1550.777144                6584.585288               13614.191808                4630.072520             1169466.858240             1188049.149440              192811.442560                7501.007449               30004.659520               36517.413184             6592716.512000             3367770.956800               39386.877504             2355535.878400         10363670455.975935                3598.726514                3607.913046               14413.985024
 954.0         1123.757851                1130.880469                6755.121342                5831.130524                5913.261859               35246.792704                2505.423357                5218.110430                5387.384323               31224.466880               11245.445947               65103.778752                2899.722648               33589.219072               97309.712128                6042.798850               46593.260160              101867.247424               50124.638464              585589.906560              290351.518720               50352.969664               34671.346368               35175.753280               54422.076864              314533.324800                 362.021882                 759.704170                 381.405359                2232.274722                 802.503783                4668.551851                6918.390612               13708.204160               63299.315840              126817.109760                 768.386517                1633.568592                9505.071342                4595.105635                3185.776290                4869.444600               86732.591232               87109.742336              143944.017920               15861.825792               10598.353349            15449767.872000                 277.540226                 283.536824                 762.240726                 131.523732                 521.003398                 521.797569                 656.379973                 656.589837                1296.893923               19467.829504               19855.509504               16113.654784               16656.858880               33864.359872               65558.600832               17796.420480               29011.497664               59494.601536               30437.139264              195228.563840              198693.144960                1552.593088                6600.467873               13647.120896                4641.312007             1174258.666880             1192914.081280              193475.486720                7528.987946               30116.607040               36662.123008             6637367.104000             3390584.921600               39512.387648             2365992.140800         10480057125.240833                3606.331099                3615.533534               14444.417088
 955.0         1125.875201                1133.010366                6767.846602                5842.719105                5925.028125               35316.928000                2512.182373                5232.362453                5401.988797               31308.920000               11276.366406               65282.144000                2907.624691               33680.504000               97573.616000                6059.471137               46734.200000              102177.488000               50277.768000              587367.520000              291234.240000               50495.648000               34770.376000               35275.880000               54577.328000              315427.600000                 362.456083                 760.620738                 381.865615                2234.959109                 803.478628                4674.153793                6941.603797               13753.800000               63523.680000              127267.120000                 769.393917                1635.737571                9517.623984                4601.180047                3190.007967                4875.928691               86991.304000               87369.592000              144336.240000               15903.624000               10626.305594            15535864.000000                 277.851764                 283.870408                 763.115277                 131.663042                 521.582462                 522.377545                 657.129367                 657.339229                1298.426382               19502.448000               19890.848000               16163.728000               16708.720000               33970.624000               65762.544000               17852.160000               29096.848000               59669.672000               30526.688000              195729.680000              199203.520000                1554.409590                6616.380672               13680.112000                4652.572941             1179068.960000             1197797.760000              194141.440000                7557.059867               30228.920000               36807.336000             6682316.000000             3413551.200000               39638.256000             2376489.600000         10597692145.664001                3613.947166                3623.165588               14474.896000
 956.0         1127.995079                1135.142920                6780.586997                5854.323495                5936.810391               35387.156416                2518.956205                5246.646252                5416.625783               31393.560320               11307.355602               65460.910208                2915.544367               33771.993088               97838.109312                6076.181152               46875.479040              102488.480896               50431.269056              589149.418240              292119.098880               50638.656256               34869.636672               35376.238720               54732.939456              316323.939200                 362.890480                 761.537735                 382.326079                2237.644746                 804.453947                4679.758198                6964.892022               13799.543040               63748.807360              127718.647040                 770.401922                1637.907735                9530.184147                4607.257658                3194.241883                4882.416175               87250.624128               87630.050944              144729.303680               15945.514368               10654.319982            15622401.088000                 278.163340                 284.204104                 763.989960                 131.802377                 522.161674                 522.957694                 657.879007                 658.088876                1299.959577               19537.097216               19926.217216               16213.927936               16760.712320               34077.157888               65967.001728               17908.041920               29182.424256               59845.206144               30616.473856              196231.775360              199714.867840                1556.226635                6632.323743               13713.165184                4663.855347             1183897.803520             1202700.261120              194809.306880                7585.223469               30341.599360               36953.053632             6727565.056000             3436670.726400               39764.483392             2387028.403200         10716587165.155329                3621.574721                3630.809225               14505.421952
 957.0         1130.117492                1137.278142                6793.342542                5865.943731                5948.608690               35457.477888                2525.744867                5260.961871                5431.295339               31478.388160               11338.413546               65640.078144                2923.481700               33863.686784               98103.193216                6092.928965               47017.097920              102800.227328               50585.142208              590935.608320              293006.099840               50781.995008               34969.128896               35476.829760               54888.911808              317222.345600                 363.325071                 762.455161                 382.786751                2240.331637                 805.429741                4685.365053                6988.255512               13845.433920               63974.700480              128171.694720                 771.410532                1640.079070                9542.751830                4613.338469                3198.478040                4888.907044               87510.552704               87891.120192              145123.210240               15987.497024               10682.396566            15709381.184000                 278.474954                 284.537912                 764.864773                 131.941739                 522.741032                 523.538016                 658.628892                 658.838780                1301.493521               19571.777088               19961.617088               16264.254848               16812.836160               34183.961984               66171.975104               17964.066560               29268.227008               60021.204992               30706.497408              196734.852480              200227.189120                1558.044212                6648.297144               13746.280512                4675.159250             1188745.263360             1207621.660160              195479.091840                7613.479008               30454.646080               37099.277376             6773116.128000             3459944.435200               39891.070656             2397608.697600         10836753831.624704                3629.213771                3638.464466               14535.995136
 958.0         1132.242445                1139.416047                6806.113248                5877.579852                5960.423052               35527.892352                2532.548369                5275.309355                5445.997522               31563.403840               11369.540252               65819.648576                2931.436717               33955.585536               98368.868864                6109.714648               47159.057280              103112.728512               50739.388032              592726.097280              293895.247360               50925.664832               35068.853184               35577.653440               55045.245632              318122.822400                 363.759856                 763.373017                 383.247630                2243.019789                 806.406011                4690.974347                7011.694489               13891.473280               64201.361920              128626.266880                 772.419749                1642.251564                9555.327033                4619.422479                3202.716437                4895.401293               87771.090816               88152.800768              145517.960960               16029.572096               10710.535396            15796806.336000                 278.786603                 284.871832                 765.739717                 132.081130                 523.320536                 524.118513                 659.379021                 659.588940                1303.028227               19606.487552               19997.047552               16314.708992               16865.091840               34291.036736               66377.465216               18020.234240               29354.256832               60197.669568               30796.759232              197238.913920              200740.484480                1559.862307                6664.300933               13779.458048                4686.484675             1193611.405440             1212562.032640              196150.799360                7641.826739               30568.061120               37246.008704             6818971.072000             3483373.260800               40018.018624             2408230.630400         10958203792.982016                3636.864321                3646.131329               14566.615744
 959.0         1134.369946                1141.556645                6818.899128                5889.231897                5972.253511               35598.399744                2539.366727                5289.688749                5460.732390               31648.607680               11400.735732               65999.622272                2939.409442               34047.689792               98635.137408                6126.538270               47301.357760              103425.985664               50894.007104              594520.892160              294786.545920               51069.666304               35168.810048               35678.710080               55201.941504              319025.372800                 364.194834                 764.291304                 383.708718                2245.709208                 807.382759                4696.586065                7035.209179               13937.661760               64428.794240              129082.367360                 773.429572                1644.425203                9567.909756                4625.509689                3206.957074                4901.898914               88032.239552               88415.093696              145913.557120               16071.739712               10738.736523            15884678.592000                 279.098287                 285.205864                 766.614789                 132.220550                 523.900186                 524.699183                 660.129392                 660.339355                1304.563708               19641.228544               20032.508544               16365.290624               16917.479680               34398.382592               66583.473152               18076.545280               29440.514304               60374.600896               30887.259904              197743.962240              201254.754560                1561.680907                6680.335166               13812.697856                4697.831648             1198496.295680             1217521.454080              196824.433920                7670.266920               30681.845440               37393.249088             6865131.744000             3506958.137600               40145.328128             2418894.348800         11080948697.137152                3644.526379                3653.809834               14597.283968
 960.0         1136.500000                1143.699951                6831.700195                5900.899902                5984.100098               35669.000000                2546.199951                5304.100098                5475.500000               31734.000000               11432.000000               66180.000000                2947.399902               34140.000000               98902.000000                6143.399902               47444.000000              103740.000000               51049.000000              596320.000000              295680.000000               51214.000000               35269.000000               35780.000000               55359.000000              319930.000000                 364.630005                 765.210022                 384.170013                2248.399902                 808.359985                4702.200195                7058.799805               13984.000000               64657.000000              129540.000000                 774.440002                1646.599976                9580.500000                4631.600098                3211.199951                4908.399902               88294.000000               88678.000000              146310.000000               16114.000000               10767.000000            15973000.000000                 279.410004                 285.540009                 767.489990                 132.360001                 524.479980                 525.280029                 660.880005                 661.090027                1306.099976               19676.000000               20068.000000               16416.000000               16970.000000               34506.000000               66790.000000               18133.000000               29527.000000               60552.000000               30978.000000              198250.000000              201770.000000                1563.500000                6696.399902               13846.000000                4709.200195             1203400.000000             1222500.000000              197500.000000                7698.799805               30796.000000               37541.000000             6911600.000000             3530700.000000               40273.000000             2429600.000000         11205000192.000000                3652.199951                3661.500000               14628.000000
 961.0         1138.633279                1145.847975                6844.515800                5912.587902                5995.965513               35739.659776                2553.046060                5318.540774                5490.301076               31819.587776               11463.314432               66360.795840                2955.407458               34232.536576               99169.511040                6160.300288               47586.984640              104054.792704               51204.360640              598123.361280              296575.747200               51358.659840               35369.436864               35881.510208               55516.408384              320836.507520                 365.065301                 766.129304                 384.631383                2251.092548                 809.337826                4707.814716                7082.464592               14030.521920               64885.995072              129998.902400                 775.451108                1648.773207                9593.095106                4637.695025                3215.445072                4914.902921               88556.346624               88941.507392              146707.290880               16156.326464               10795.317888            16061759.296000                 279.721486                 285.874331                 768.365120                 132.499750                 525.059654                 525.861249                 661.630524                 661.840887                1307.639043               19710.795200               20103.508544               16466.837376               17022.666432               34613.876096               66997.053504               18189.612032               29613.714496               60729.854592               31068.973440              198757.296000              202286.088320                1565.316242                6712.496531               13879.357888                4720.588999             1208323.449600             1227498.944000              198177.568640                7727.424331               30910.512448               37689.249600             6958347.078400             3554581.145600               40401.015104             2440349.062400         11330056408.072193                3659.883051                3669.201847               14658.790656
 962.0         1140.769117                1147.998713                6857.346624                5924.291902                6007.847094               35810.412608                2559.907081                5333.013519                5505.135004               31905.364608               11494.697856               66541.997120                2963.432806               34325.279808               99437.617920                6177.238818               47730.312320              104370.344832               51360.096320              599931.050240              297473.657600               51503.653120               35470.107712               35983.254464               55674.180672              321745.100160                 365.500789                 767.049018                 385.092963                2253.786474                 810.316147                4713.431643                7106.205783               14077.194560               65115.768576              130459.347200                 776.462821                1650.947571                9605.697757                4643.793139                3219.692433                4921.409307               88819.307392               89205.630336              147105.431040               16198.746112               10823.698304            16150971.968000                 280.033002                 286.208764                 769.240379                 132.639529                 525.639474                 526.442643                 662.381285                 662.592004                1309.178905               19745.620800               20139.047552               16517.803008               17075.465856               34722.024768               67204.628032               18246.368256               29700.658368               60908.179136               31160.187520              199265.584000              202803.154560                1567.132984                6728.623765               13912.778304                4731.999441             1213265.836800             1232517.152000              198857.077120                7756.142087               31025.397184               37838.012800             7005405.747200             3578621.324800               40529.394432             2451140.339200         11456445525.262337                3667.577697                3676.915394               14689.629248
 963.0         1142.907516                1150.152158                6870.192686                5936.011902                6019.744849               35881.258752                2566.783047                5347.518405                5520.001834               31991.330752               11526.150464               66723.604480                2971.475978               34418.229952               99706.321280                6194.215556               47873.983680              104686.657408               51516.207680              601743.074560              298373.734400               51648.980480               35571.012928               36085.233216               55832.317568              322655.783040                 365.936469                 767.969163                 385.554753                2256.481680                 811.294947                4719.050982                7130.023620               14124.018240               65346.322944              130921.340800                 777.475142                1653.123081                9618.307980                4649.894427                3223.942034                4927.919065               89082.883648               89470.369984              147504.421760               16241.259328               10852.141376            16240640.192000                 280.344552                 286.543308                 770.115769                 132.779339                 526.219441                 527.024211                 663.132290                 663.343379                1310.719553               19780.476800               20174.617088               16568.897152               17128.398464               34830.446592               67412.724608               18303.268864               29787.832192               61086.974784               31251.642880              199774.864000              203321.200640                1568.950244                6744.781648               13946.261376                4743.431559             1218227.219200             1237554.688000              199538.529280                7784.953342               31140.655296               37987.291200             7052778.156800             3602821.651200               40658.139008             2461973.964800         11584182206.070784                3675.283915                3684.640659               14720.515712
 964.0         1145.048475                1152.308304                6883.054005                5947.747902                6031.658783               35952.198464                2573.673988                5362.055502                5534.901618               32077.486464               11557.672448               66905.618560                2979.537006               34511.387264               99975.621760                6211.230567               48017.999360              105003.731456               51672.695360              603559.441920              299275.980800               51794.642560               35672.152896               36187.446912               55990.819776              323568.561280                 366.372342                 768.889737                 386.016754                2259.178167                 812.274228                4724.672739                7153.918347               14170.993280               65577.660608              131384.889600                 778.488071                1655.299750                9630.925800                4655.998876                3228.193875                4934.432203               89347.076736               89735.727488              147904.264320               16283.866496               10880.647232            16330766.144000                 280.656138                 286.877962                 770.991290                 132.919176                 526.799559                 527.605951                 663.883540                 664.095011                1312.260983               19815.363200               20210.217216               16620.120064               17181.464448               34939.142144               67621.344256               18360.314048               29875.236544               61266.242688               31343.340160              200285.136000              203840.228480                1570.768041                6760.970226               13979.807232                4754.885391             1223207.654400             1242611.616000              200221.928960                7813.858364               31256.287872               38137.086400             7100466.457600             3627183.238400               40787.249856             2472850.073600         11713281112.997889                3683.001729                3692.377662               14751.449984
 965.0         1147.191993                1154.467145                6895.930602                5959.499902                6043.588902               36023.232000                2580.579937                5376.624879                5549.834406               32163.832000               11589.264000               67088.040000                2987.615922               34604.752000              100245.520000                6228.283914               48162.360000              105321.568000               51829.560000              605380.160000              300180.400000               51940.640000               35773.528000               36289.896000               56149.688000              324483.440000                 366.808406                 769.810741                 386.478969                2261.875934                 813.253989                4730.296922                7177.890207               14218.120000               65809.784000              131850.000000                 779.501608                1657.477590                9643.551242                4662.106473                3232.447957                4940.948727               89611.888000               90001.704000              148304.960000               16326.568000               10909.216000            16421352.000000                 280.967761                 287.212726                 771.866945                 133.059040                 527.379828                 528.187861                 664.635038                 664.846902                1313.803188               19850.280000               20245.848000               16671.472000               17234.664000               35048.112000               67830.488000               18417.504000               29962.872000               61445.984000               31435.280000              200796.400000              204360.240000                1572.586396                6777.189543               14013.416000                4766.360977             1228207.200000             1247688.000000              200907.280000                7842.857422               31372.296000               38287.400000             7148472.800000             3651707.200000               40916.728000             2483768.800000         11843756908.544003                3690.731166                3700.126422               14782.432000
 966.0         1149.338072                1156.628673                6908.822494                5971.267902                6055.535214               36094.359616                2587.500927                5391.226608                5564.800251               32250.367616               11620.925312               67270.869440                2995.712758               34698.324416              100516.016640                6245.375661               48307.066240              105640.168064               51986.802240              607205.236480              301086.995200               52086.973440               35875.138624               36392.580928               56308.922944              325400.424320                 367.244662                 770.732173                 386.941398                2264.574981                 814.234230                4735.923536                7201.939443               14265.398720               66042.695552              132316.678400                 780.515754                1659.656614                9656.184333                4668.217205                3236.704279                4947.468642               89877.318784               90268.300672              148706.510080               16369.364224               10937.847808            16512399.936000                 281.279423                 287.547598                 772.742734                 133.198930                 527.960250                 528.769941                 665.386786                 665.599052                1315.346160               19885.227200               20281.509504               16722.953216               17287.997312               35157.356736               68040.156864               18474.838912               30050.739136               61626.199872               31527.463040              201308.656000              204881.237120                1574.405326                6793.439644               14047.087808                4777.858353             1233225.913600             1252783.904000              201594.586240                7871.950784               31488.680768               38438.233600             7196799.334400             3676394.649600               41046.574464             2494730.278400         11975624255.209475                3698.472251                3707.886958               14813.461696
 967.0         1151.486710                1158.792884                6921.729701                5983.051902                6067.497724               36165.581568                2594.436989                5405.860758                5579.799202               32337.093568               11652.656576               67454.107520                3003.827546               34792.104768              100787.112320                6262.505873               48452.118720              105959.532672               52144.422720              609034.679040              301995.769600               52233.643520               35976.985152               36495.502144               56468.525312              326319.519360                 367.681110                 771.654034                 387.404043                2267.275308                 815.214951                4741.552588                7226.066299               14312.829760               66276.397696              132784.931200                 781.530507                1661.836834                9668.825097                4674.331060                3240.962841                4953.991956               90143.370432               90535.518656              149108.915840               16412.255552               10966.542784            16603912.128000                 281.591124                 287.882578                 773.618659                 133.338845                 528.540829                 529.352190                 666.138785                 666.351462                1316.889894               19920.204800               20317.201792               16774.563968               17341.464576               35266.876928               68250.351872               18532.318976               30138.838528               61806.891456               31619.889920              201821.904000              205403.221760                1576.224851                6809.720574               14080.822784                4789.377560             1238263.852800             1257899.392000              202283.851520                7901.138720               31605.443264               38589.588800             7245448.211200             3701246.700800               41176.790272             2505734.643200         12108897815.494656                3706.225010                3715.659288               14844.539008
 968.0         1153.637909                1160.959769                6934.652243                5994.851902                6079.476439               36236.898112                2601.388154                5420.527401                5594.831312               32424.010112               11684.457984               67637.754880                3011.960319               34886.093312              101058.807680                6279.674613               48597.518080              106279.662848               52302.422080              610868.495360              302906.726400               52380.650880               36079.067968               36598.660096               56628.495808              327240.730240                 368.117750                 772.576322                 387.866905                2269.976916                 816.196152                4747.184085                7250.271018               14360.413440               66510.892864              133254.764800                 782.545868                1664.018265                9681.473560                4680.448025                3245.223643                4960.518674               90410.044288               90803.359104              149512.178560               16455.242368               10995.301056            16695890.752000                 281.902867                 288.217666                 774.494721                 133.478782                 529.121564                 529.934605                 666.891037                 667.104132                1318.434383               19955.212800               20352.924928               16826.304512               17395.065984               35376.673152               68461.074048               18589.944384               30227.170752               61988.059904               31712.561280              202336.144000              205926.195840                1578.044990                6826.032378               14114.621056                4800.918635             1243321.075200             1263034.528000              202975.079680                7930.421498               31722.584576               38741.467200             7294421.580800             3726264.467200               41307.376448             2516782.028800         12243592251.899906                3713.989469                3723.443434               14875.663872
 969.0         1155.791668                1163.129324                6947.590138                6006.667902                6091.471364               36308.309504                2608.354456                5435.226607                5609.896631               32511.117504               11716.329728               67821.812160                3020.111107               34980.290304              101331.103360                6296.881945               48743.264960              106600.559616               52460.800960              612706.693120              303819.868800               52527.996160               36181.387456               36702.055232               56788.835136              328164.062080                 368.554582                 773.499037                 388.329984                2272.679804                 817.177833                4752.818032                7274.553842               14408.150080               66746.183488              133726.185600                 783.561837                1666.200918                9694.129749                4686.568088                3249.486685                4967.048804               90677.341696               91071.823168              149916.299520               16498.325056               11024.122752            16788337.984000                 282.214651                 288.552861                 775.370921                 133.618741                 529.702460                 530.517186                 667.643545                 667.857063                1319.979622               19990.251200               20388.678976               16878.175104               17448.801728               35486.745984               68672.324416               18647.715328               30315.736384               62169.706368               31805.477760              202851.376000              206450.161280                1579.865764                6842.375100               14148.482752                4812.481616             1248397.638400             1268189.376000              203668.274560                7959.799388               31840.105792               38893.870400             7343721.593600             3751449.062400               41438.334016             2527872.569600         12379722226.925568                3721.765652                3731.239413               14906.836224
 970.0         1157.947986                1165.301541                6960.543406                6018.499902                6103.482508               36379.816000                2615.335926                5449.958445                5624.995211               32598.416000               11748.272000               68006.280000                3028.279943               35074.696000              101604.000000                6314.127934               48889.360000              106922.224000               52619.560000              614549.280000              304735.200000               52675.680000               36283.944000               36805.688000               56949.544000              329089.520000                 368.991606                 774.422178                 388.793284                2275.383973                 818.159994                4758.454438                7298.915016               14456.040000               66982.272000              134199.200000                 784.578414                1668.384806                9706.793688                4692.691234                3253.751967                4973.582352               90945.264000               91340.912000              150321.280000               16541.504000               11053.008000            16881256.000000                 282.526479                 288.888162                 776.247260                 133.758720                 530.283516                 531.099932                 668.396311                 668.610256                1321.525603               20025.320000               20424.464000               16930.176000               17502.672000               35597.096000               68884.104000               18705.632000               30404.536000               62351.832000               31898.640000              203367.600000              206975.120000                1581.687189                6858.748785               14182.408000                4824.066543             1253493.600000             1273364.000000              204363.440000                7989.272656               31958.008000               39046.800000             7393350.400000             3776801.600000               41569.664000             2539006.400000         12517302403.071999                3729.553586                3739.047244               14938.056000
 971.0         1160.106865                1167.476414                6973.512066                6030.347902                6115.509875               36451.417856                2622.332596                5464.722988                5640.127103               32685.905856               11780.284992               68191.159040                3036.466860               35169.310656              101877.498240                6331.412642               49035.803840              107244.657024               52778.699840              616396.263680              305652.723200               52823.703040               36386.737984               36909.558848               57110.623104              330017.109120                 369.428823                 775.345745                 389.256804                2278.089421                 819.142635                4764.093306                7323.354782               14504.083520               67219.160832              134673.814400                 785.595599                1670.569942                9719.465402                4698.817453                3258.019489                4980.119323               91213.812544               91610.626752              150727.121280               16584.779584               11081.956928            16974646.976000                 282.838352                 289.223569                 777.123741                 133.898719                 530.864736                 531.682840                 669.149335                 669.363712                1323.072319               20060.419200               20460.280064               16982.307456               17556.676992               35707.723776               69096.413824               18763.694592               30493.570176               62534.437952               31992.048640              203884.816000              207501.073920                1583.509287                6875.153478               14216.396928                4835.673453             1258609.017600             1278558.464000              205060.579840                8018.841573               32076.292288               39200.257600             7443310.150400             3802323.193600               41701.367424             2550183.654400         12656347442.839552                3737.353296                3746.866948               14969.323136
